,ItemID,Name,Itemlvl,EquipSlot,Quality,PrimaryEssence,VitalEssence,BasicEssence,Armour,Might,Agility,Will,Vitality,Fate,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defense,Finesse_Rating,Resistance_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,DPS,minDamage,maxDamage,Maximum_Power,,,ItemID,Name,Armour,Might,Agility,Will,Fate,Vitality,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defence,Finesse_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,Resistance_Rating,Maximum_Morale,Maximum_Power,PrimaryEssence,VitalEssence,BasicEssence,DPS,minDamage,maxDamage,Itemlvl,Quality,EquipSlot
64,1879475677,Cloak of Elessar's Will,511,LIGHT_BACK,RARE,1,0,0,8474.69387755102,,,,1588.97959183673,,,4562.85714285714,,3083.26530612245,,,,,,,,,,,,,,,,1879476746,Guardsman's Lustrous Token of the Moors,,,,,368,728,,,,,,,6831,,,,,,,,,,,,,,,505,RARE,Bauble
65,1879477444,Coin of the Sailor's Code,505,POCKET,COMMON,1,0,1,,,,,291.918367346939,,,,,,,,,,,,,,,,,,,,,1879476752,Guardsman's Reinforced Token of the Moors,,,,,,728,,,2180,4351,,,,,,,,,,,,,,,,,,505,RARE,Bauble
66,1879090834,Commander's Cloak,515,LIGHT_BACK,INCOMPARABLE,,,,9278.77551020408,,,,1000.48979591837,,,,3994.08163265306,3994.08163265306,5789.38775510204,,,,,,,,,,,,,,,1879476771,Guardsman's Spirited Token of the Moors,,,,,,728,,,,,2559,,,,,,11876,,,,,,,,,,,505,RARE,Bauble
67,1879475609,Deftly Stitched Bracers,503,LIGHT_HAND,UNCOMMON,1,0,1,4292.24489795918,,,,848.897959183673,,,2801.22448979592,,1424.08163265306,,,,,,,,,,,,,,,,1879476761,Guardsman's Strong Token of the Moors,,,,,,728,4289,,,,2559,,,,,,,,,,,,,,,,,505,RARE,Bauble
68,1879475635,Deftly Stitched Cloak,503,LIGHT_BACK,UNCOMMON,1,0,1,7385.71428571429,,,,848.897959183673,,,,,,,,3325.30612244898,,,,,5771.42857142857,,,,,,,,1879477713,Meaningful Locket of the Adventurer,,,1289,,394,1568,,,,,2729,,,,,,,,,,,,,1,,,,510,RARE,Bauble
69,1879475612,Deftly Stitched Leggings,503,LIGHT_LEGS,UNCOMMON,1,0,1,7423.26530612245,,,,848.897959183673,,,2801.22448979592,,1424.08163265306,,,,,,,,,,,,,,,,1879477692,Meaningful Locket of the Adventurer,,,1289,,394,1568,,,,2290,,,,,,,,,,,,,,1,,,,510,RARE,Bauble
70,1879475645,Deftly Stitched Loop,503,LIGHT_HEAD,UNCOMMON,1,0,1,2301.02040816327,,,,848.897959183673,,,,,2136.12244897959,,,3325.30612244898,,,,,,,,,,,,,1879477698,Proud Emblem of the Adventurer,,1289,,,394,1568,,,,,2729,,,,,,,,,,,,,1,,,,510,RARE,Bauble
71,1879475657,Deftly Stitched Robe,503,LIGHT_CHEST,UNCOMMON,1,0,1,8884.89795918368,,,,848.897959183673,,,,,1424.08163265306,3315.91836734694,,,,,,,,,,,,,,,1879477694,Proud Emblem of the Adventurer,,1289,,,394,1568,,,,2290,,,,,,,,,,,,,,1,,,,510,RARE,Bauble
72,1879475663,Deftly Stitched Shoes,503,LIGHT_FEET,UNCOMMON,1,0,1,3559.59183673469,,,,848.897959183673,,,,,,1657.95918367347,,,,,4659.18367346939,,,,,,,,,,1879477740,Refined Glimmering Phial of the Adventurer,,,,1289,526,1568,,,,,5450,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
73,1879475589,Deftly Stitched Shoulder-pads,503,LIGHT_SHOULDER,UNCOMMON,1,0,1,2301.02040816327,,,,848.897959183673,,,2098.57142857143,2136.12244897959,,,,,,,,,,,,,,,,,1879477703,Refined Glimmering Phial of the Adventurer,,,,1289,526,1568,,,,4573,,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
74,1879483073,Delicate Jet-studded Necklace,520,NECK,INCOMPARABLE,0,0,1,,,,,1951.22448979592,,,,,5015.71428571429,,,,,,,,14202.0408163265,,,,,,,,1879477747,Refined Meaningful Locket of the Adventurer,,,1289,,526,1568,,,,,5450,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
75,1879483111,Delicate Token of Umbar,525,POCKET,LEGENDARY,0,0,0,,,,,2443.67346938776,,,,3494.69387755102,6984.48979591837,,,,,,,,19953.0612244898,,,,,,,,1879477667,Refined Meaningful Locket of the Adventurer,,,1289,,526,1568,,,,4573,,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
76,1879480741,Delicate Umbari Bracelet,517,WRIST,INCOMPARABLE,0,0,0,,,,,1713.87755102041,,,,,6512.65306122449,,,,,,,,22871.4285714286,,,,,,,,1879477741,Refined Proud Emblem of the Adventurer,,1289,,,526,1568,,,,4573,,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
77,1879480707,Delicate Umbari Earring,517,EAR,INCOMPARABLE,0,0,0,,,,,1713.87755102041,,,,,6512.65306122449,,,,,,,,22871.4285714286,,,,,,,,1879477684,Refined Proud Emblem of the Adventurer,,1289,,,526,1568,,,,,5450,,,,,,,,,,,,,1,,,,510,INCOMPARABLE,Bauble
78,1879480530,Durable Cloak of Conflict,517,LIGHT_BACK,INCOMPARABLE,1,0,0,9450.61224489796,,,,1882.04081632653,,,,3259.59183673469,3259.59183673469,,,,,,,,,,,,,,,,1879477416,Shiny Parrot Coin,,,,,,1547,,,,3024,,,,,,,,,3236,,,1,,1,,,,509,RARE,Bauble
79,1879477443,Durable Coin of the Sailor's Code,509,POCKET,UNCOMMON,1,1,1,,,,,308.65306122449,,,,,,,,,,,,,,,,,,,,,1879477440,Skilled Coin of the Sailor's Code,,,,,,325,,,,,,,,,,,,,,,,1,,3,,,,513,RARE,Bauble
