itemId,itemName,iconId,iLvl,slot,category,classId,equipmentCategory,binding,durability,sturdiness,quality,valueTableId,armourType,dps,minDamage,maxDamage,damageType,weaponType,description,unique,minLevel,stackMax,grants,requiredClass,requiredRace,maxLevel,requiredFaction,reputation,itemLevelOffset,mainLegacyId,mainLegacyBaseRank,itemProperty,itemXP,virtueXP,essenceSlots,maxItems,itemStackMax,Vitality Scaling,Will Scaling,Agility Scaling,Might Scaling,Fate Scaling,Maximum Morale Scaling,Maximum Power Scaling,Finesse Scaling,Critical Rating Scaling,Outgoing Healing Rating Scaling,Incoming Healing Rating Scaling,Tactical Mastery Scaling,Physical Mastery Scaling,Tactical Mitigation Scaling,Physical Mitigation Scaling,Block Rating Scaling,Parry Rating Scaling,Evade Rating Scaling,Critical Defense Scaling,Resistance Rating Scaling,Armour Scaling,Out of Combat Power Regen Scaling,In Combat Power Regen Scaling,In Combat Morale Regen Scaling,Out of Combat Morale Regen Scaling
1879476204,Ancient Silk Shoulder-pads of the Eagle,1092906855-1090519043-1091947416,512,SHOULDER,ARMOUR,6,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879049947,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,1879211717,1879211601,0,0,0,0,0,0,0,0,0,0,0,1879049948,0,0,0,0
1879478102,Balanced Umbari Shield,1092912040-1090519042-1091947416,500,OFF_HAND,ARMOUR,33,17,BIND_ON_ACQUIRE,80,TOUGH,UNCOMMON,1879049983,SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,1879212152,1879211580,0,0,0,0,0,0,0,0,0,0,0,1879215057,0,1879211632,0,0,0,0,1879049984,0,0,0,0
1879475737,Band of Cowry Shells,1092915089-1090519042-1091947416,501,WRIST,ITEM,49,30,BIND_ON_ACQUIRE,80,NORMAL,UNCOMMON,1879049907,,,,,,,,,,,,,,,,,,,,,,,,,,1879211544,1879211963,1879211967,1879211965,0,0,0,0,0,0,0,0,0,0,0,0,1879211655,0,0,0,0,0,0,0,0
1879476183,Bolstered Iron Boots of the Eagle,1092906853-1090519043-1091947416,512,FEET,ARMOUR,23,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050480,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,1879211717,0,0,0,0,0,1879215079,0,0,0,0,0,0,1879051219,0,0,0,0
1879476197,Bolstered Iron Gauntlets of Umbar,1092906889-1090519043-1091947416,512,HAND,ARMOUR,5,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,65,NORMAL,RARE,1879050484,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,1879211719,0,0,0,0,0,0,0,0,1879211654,0,0,0,1879054054,0,0,0,0
1879476201,Bolstered Iron Greaves of Umbar,1092525606-1090519043-1091947416,512,LEGS,ARMOUR,15,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879049956,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,0,0,0,1879211893,0,0,0,0,0,0,0,0,1879210163,1879052989,0,0,0,0
1879476220,Bolstered Iron Hauberk of Umbar,1092906905-1090519043-1091947416,512,CHEST,ARMOUR,3,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,95,NORMAL,RARE,1879050482,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,0,0,0,1879211893,0,0,1879215079,0,0,0,0,0,0,1879051206,0,0,0,0
1879476175,Bolstered Iron Helm of the Eagle,1092906910-1090519043-1091947416,512,HEAD,ARMOUR,7,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,RARE,1879050486,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,0,0,0,1879211718,0,0,0,0,0,0,0,0,0,0,0,0,1879053129,0,0,0,0
1879476170,Bolstered Iron Pauldrons of the Eagle,1092906884-1090519043-1091947416,512,SHOULDER,ARMOUR,6,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,80,NORMAL,RARE,1879050489,HEAVY,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,0,0,1879211573,1879211545,0,0,0,0,0,0,0,0,1879215057,0,0,0,0,0,0,1879054055,0,0,0,0
1879478075,Bright Umbari Aegis,1092912037-1090519042-1091947416,502,OFF_HAND,ARMOUR,33,40,BIND_ON_ACQUIRE,90,TOUGH,UNCOMMON,1879050591,WARDEN_SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,1879212152,0,1879211540,0,0,0,0,0,0,0,0,0,1879223971,0,0,1879211632,0,0,0,0,1879112826,0,0,0,0
1879478094,Broad Umbari Targe,1092912035-1090519042-1091947416,500,OFF_HAND,ARMOUR,33,11,BIND_ON_ACQUIRE,100,TOUGH,UNCOMMON,1879050497,HEAVY_SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,1879212152,0,0,1879211567,0,0,0,0,0,0,0,0,0,0,0,1879211632,0,0,0,0,1879051163,0,0,0,0
1879090838,Captain-General's Cloak,1090522482-1090519044-1091947416,520,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,INCOMPARABLE,1879049501,LIGHT,,,,,,key:620792070:54354734,true,150,,,,,,,,,,,,,,,,,1879211562,0,0,0,0,0,0,0,1879211604,0,0,0,0,1879215079,0,0,0,0,0,0,1879086943,0,0,0,0
1879477293,Carved Umbari Empowered Bow,1092912022-1090519042,503,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,BOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,1879223972,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477267,Carved Umbari Empowered Club,1092912016-1090519042,503,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_CLUB,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,1879223972,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477280,Carved Umbari Empowered Crossbow,1092912023-1090519042,503,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,CROSSBOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,1879223972,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477260,Carved Umbari Empowered Hammer,1092912012-1090519042,503,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_HAMMER,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,1879223972,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477266,Carved Umbari Heavy Club,1092912016-1090519042,503,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_CLUB,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,0,1879223974,0,0,0,0,0,0,0,0,0,0,0,0
1879477296,Carved Umbari Light Bow,1092912011-1090519042,503,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,BOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,1879211551,0,0,1879211722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477270,Carved Umbari Light Club,1092912006-1090519042,503,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_CLUB,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,1879211551,0,0,1879211722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477306,Carved Umbari Light Crossbow,1092912019-1090519042,503,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,CROSSBOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,1879211551,0,0,1879211722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477300,Carved Umbari Light Hammer,1092912018-1090519042,503,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_HAMMER,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,1879211551,0,0,1879211722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477268,Carved Umbari Reinforced Bow,1092912001-1090519042,503,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,BOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,1879211996,0,0,0,0,0,0,0,0
1879477287,Carved Umbari Reinforced Club,1092912014-1090519042,503,MAIN_HAND,WEAPON,40,26,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_CLUB,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477269,Carved Umbari Reinforced Crossbow,1092912004-1090519042,503,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,CROSSBOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,1879212000,0,0,0,0,0,0,0,0,0
1879477305,Carved Umbari Reinforced Hammer,1092912003-1090519042,503,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_HAMMER,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,1879211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477304,Carved Umbari Sharp Bow,1092912022-1090519042,503,RANGED_ITEM,WEAPON,1,8,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,BOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,0,1879223974,0,0,0,0,0,0,0,0,0,0,0,0
1879477286,Carved Umbari Sharp Crossbow,1092912023-1090519042,503,RANGED_ITEM,WEAPON,29,14,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,630.1152,540,720,COMMON,CROSSBOW,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,0,1879223974,0,0,0,0,0,0,0,0,0,0,0,0
1879477258,Carved Umbari Sharp Hammer,1092912012-1090519042,503,MAIN_HAND,WEAPON,24,12,BIND_ON_EQUIP,100,NORMAL,UNCOMMON,1879338011,,450.08228,386,514,COMMON,ONE_HANDED_HAMMER,,,141,,,,,,,,1,,,,,,PS,,,1879212152,0,0,0,0,0,0,0,1879211603,0,0,0,1879223974,0,0,0,0,0,0,0,0,0,0,0,0
1879477422,Charming Parrot Coin,1092915101-1090519042-1091947416,503,POCKET,ITEM,49,2,BIND_ON_ACQUIRE,100,NORMAL,UNCOMMON,1879052641,,,,,,,,,,,,,,,,,,,,,,,,,,1879211560,0,0,0,1879211551,0,0,1879212141,1879212151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879475676,Cloak of Elessar's Guile,1092906852-1090519043-1091947416,511,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,RARE,1879049501,LIGHT,,,,,,,,141,,,,,,,,,,,,,,P,,,1879211544,0,0,0,0,0,0,0,0,0,0,0,1879223971,0,0,0,0,0,0,0,1879052067,0,0,0,0
1879475616,Cloak of Elessar's Might,1092906856-1090519043-1091947416,511,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,RARE,1879049501,LIGHT,,,,,,,,141,,,,,,,,,,,,,,P,,,1879211544,0,0,0,0,0,0,0,0,1879357900,0,0,0,1879215057,0,0,0,0,0,0,1879052067,0,0,0,0
1879475677,Cloak of Elessar's Will,1092906916-1090519043-1091947416,511,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,RARE,1879049501,LIGHT,,,,,,,,141,,,,,,,,,,,,,,P,,,1879211544,0,0,0,0,0,0,0,0,0,0,1879223968,0,1879215053,0,0,0,0,0,0,1879052067,0,0,0,0
1879477444,Coin of the Sailor's Code,1092915100-1090519041-1091947416,505,POCKET,ITEM,49,2,BIND_ON_EQUIP,100,NORMAL,COMMON,1879052641,,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879090834,Commander's Cloak,1090522482-1090519044-1091947416,515,BACK,ARMOUR,45,18,BIND_ON_ACQUIRE,40,NORMAL,INCOMPARABLE,1879049501,LIGHT,,,,,,key:620792063:54354734,true,150,,,,,,,,,,,,,,,,,1879211562,0,0,0,0,0,0,0,1879211604,0,0,0,0,1879215079,0,0,0,0,0,0,1879086943,0,0,0,0
1879475635,Deftly Stitched Cloak,1092906881-1090519042-1091947416,503,BACK,ARMOUR,45,18,BIND_ON_EQUIP,40,NORMAL,UNCOMMON,1879049501,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,1879211722,0,1879357897,0,0,0,0,0,0,0,0,0,0,1879049502,0,0,0,0
1879475609,Deftly Stitched Gloves,1092906882-1090519042-1091947416,503,HAND,ARMOUR,5,18,BIND_ON_EQUIP,30,NORMAL,UNCOMMON,1879049295,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,1879223967,0,1879215067,0,0,0,0,0,0,1879051115,0,0,0,0
1879475645,Deftly Stitched Hood,1092906872-1090519042-1091947416,503,HEAD,ARMOUR,7,18,BIND_ON_EQUIP,35,NORMAL,UNCOMMON,1879050068,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,1879211722,0,0,0,0,0,1879215062,0,0,0,0,0,0,1879051124,0,0,0,0
1879475612,Deftly Stitched Leggings,1092525606-1090519042-1091947416,503,LEGS,ARMOUR,15,18,BIND_ON_EQUIP,40,NORMAL,UNCOMMON,1879050117,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,1879223967,0,1879215067,0,0,0,0,0,0,1879050118,0,0,0,0
1879475657,Deftly Stitched Robe,1092906862-1090519042-1091947416,503,CHEST,ARMOUR,3,18,BIND_ON_EQUIP,35,NORMAL,UNCOMMON,1879050690,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,1879211600,0,0,0,0,1879215067,0,0,0,0,0,0,1879051119,0,0,0,0
1879475663,Deftly Stitched Shoes,1092906867-1090519042-1091947416,503,FEET,ARMOUR,23,18,BIND_ON_EQUIP,30,NORMAL,UNCOMMON,1879050219,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,1879211603,0,0,0,0,0,0,0,1879211654,0,0,0,1879050220,0,0,0,0
1879475589,Deftly Stitched Shoulder-pads,1092906855-1090519042-1091947416,503,SHOULDER,ARMOUR,6,18,BIND_ON_EQUIP,35,NORMAL,UNCOMMON,1879049947,LIGHT,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,1879223972,0,0,0,0,0,0,0,0,1879051127,0,0,0,0
1879480530,Durable Cloak of Conflict,1092906856-1090519044-1091947416,517,BACK,ARMOUR,45,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,40,NORMAL,INCOMPARABLE,1879049501,LIGHT,,,,,,,,150,,,,,,,,,,,,,,PC,,,1879347269,0,0,0,0,0,0,0,0,0,0,0,0,1879215053,0,0,0,0,0,0,1879086943,0,0,0,0
1879477443,Durable Coin of the Sailor's Code,1092915100-1090519042-1091947416,509,POCKET,ITEM,49,2,BOUND_TO_ACCOUNT_ON_ACQUIRE,100,NORMAL,UNCOMMON,1879052641,,,,,,,,,150,,,,,,,,,,,,,,PVS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879477619,Durable Master-crafted Helm,1092906883-1090519042-1091947416,509,HEAD,ARMOUR,7,9,BOUND_TO_ACCOUNT_ON_ACQUIRE,50,NORMAL,UNCOMMON,1879050493,MEDIUM,,,,,,,,150,,,,,,,,,,,,,,PVS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879051224,0,0,0,0
1879477630,Durable Master-crafted Helmet,1092906913-1090519042-1091947416,509,HEAD,ARMOUR,7,10,BOUND_TO_ACCOUNT_ON_ACQUIRE,90,NORMAL,UNCOMMON,1879050486,HEAVY,,,,,,,,150,,,,,,,,,,,,,,PVS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879053129,0,0,0,0
1879477597,Durable Master-crafted Hood,1092906895-1090519042-1091947416,509,HEAD,ARMOUR,7,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,UNCOMMON,1879050068,LIGHT,,,,,,,,150,,,,,,,,,,,,,,PVS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879050275,0,0,0,0
1879477431,Durable Pearl Necklace,1092915095-1090519042-1091947416,509,NECK,ITEM,49,23,BOUND_TO_ACCOUNT_ON_ACQUIRE,80,NORMAL,UNCOMMON,1879050115,,,,,,,,,150,,,,,,,,,,,,,,PVS,,,1879211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879476212,Elegantly Woven Gloves of Umbar,1092906882-1090519043-1091947416,512,HAND,ARMOUR,5,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,30,NORMAL,RARE,1879049295,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,1879211720,1879211604,0,0,0,0,0,0,0,0,0,0,0,1879051208,0,0,0,0
1879476180,Elegantly Woven Hood of the Eagle,1092906872-1090519043-1091947416,512,HEAD,ARMOUR,7,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879050068,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,0,1879211605,0,0,0,0,0,0,0,0,0,0,0,1879050275,0,0,0,0
1879476186,Elegantly Woven Leggings of Umbar,1092525606-1090519043-1091947416,512,LEGS,ARMOUR,15,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,40,NORMAL,RARE,1879050117,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,0,1879211600,0,0,0,0,0,0,0,0,0,0,0,1879051213,0,0,0,0
1879476214,Elegantly Woven Robe of Umbar,1092906862-1090519043-1091947416,512,CHEST,ARMOUR,3,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879050690,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,0,1879211600,0,0,1879223968,0,0,0,0,0,0,0,0,1879051214,0,0,0,0
1879476191,Elegantly Woven Shoes of the Eagle,1092906867-1090519043-1091947416,512,FEET,ARMOUR,23,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,30,NORMAL,RARE,1879050219,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,0,0,0,1879211717,0,1879357899,0,0,0,0,0,0,0,0,0,0,1879054353,0,0,0,0
1879476199,Elegantly Woven Shoulder-pads of the Eagle,1092906855-1090519043-1091947416,512,SHOULDER,ARMOUR,6,18,BOUND_TO_ACCOUNT_ON_ACQUIRE,35,NORMAL,RARE,1879049947,LIGHT,,,,,,,,150,,,,,,,,,,,,,,,,,1879211544,1879211585,0,0,1879211545,0,0,0,1879211604,0,0,0,0,0,0,0,0,0,0,0,1879049948,0,0,0,0
1879475643,Embossed Leather Arm-guards,1092906868-1090519042-1091947416,503,HAND,ARMOUR,5,9,BIND_ON_EQUIP,50,NORMAL,UNCOMMON,1879050491,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,0,0,0,0,0,1879051116,0,0,0,0
1879475646,Embossed Leather Boots,1092906880-1090519042-1091947416,503,FEET,ARMOUR,23,9,BIND_ON_EQUIP,50,NORMAL,UNCOMMON,1879049290,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,1879211603,0,0,0,0,0,0,0,1879211654,0,0,0,1879051113,0,0,0,0
1879475679,Embossed Leather Helmet,1092906861-1090519042-1091947416,503,HEAD,ARMOUR,7,9,BIND_ON_EQUIP,50,NORMAL,UNCOMMON,1879050493,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,1879211992,0,0,0,0,0,0,0,0,0,0,0,1879051125,0,0,0,0
1879475692,Embossed Leather Jacket,1092906892-1090519042-1091947416,503,CHEST,ARMOUR,3,9,BIND_ON_EQUIP,65,NORMAL,UNCOMMON,1879049799,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,1879211600,0,0,0,0,1879215067,0,0,0,0,0,0,1879049800,0,0,0,0
1879475619,Embossed Leather Leggings,1092525606-1090519042-1091947416,503,LEGS,ARMOUR,15,9,BIND_ON_EQUIP,65,NORMAL,UNCOMMON,1879049915,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,0,1879223970,0,0,0,0,0,0,0,1879049916,0,0,0,0
1879475664,Embossed Leather Shoulder-pads,1092906900-1090519042-1091947416,503,SHOULDER,ARMOUR,6,9,BIND_ON_EQUIP,50,NORMAL,UNCOMMON,1879049985,MEDIUM,,,,,,,,141,,,,,,,,,,,,,,PS,,,1879211562,0,0,0,0,0,0,0,0,0,0,0,1879223974,0,0,0,0,0,0,0,1879049986,0,0,0,0
